target_pct,k,afterA_30d,redA_30d,redA_pct_30d,afterB_30d,redB_30d,redB_pct_30d,afterA_90d,redA_90d,redA_pct_90d,afterB_90d,redB_90d,redB_pct_90d,afterA_180d,redA_180d,redA_pct_180d,afterB_180d,redB_180d,redB_pct_180d,afterA_365d,redA_365d,redA_pct_365d,afterB_365d,redB_365d,redB_pct_365d
0.01,500,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,177455877.11773926,731876.1146476865,0.4107331179450903,178188578.95821694,-825.725829988718,-0.0004634021222052404,5738954988.420879,23661736.098675728,0.41060749360610077,5762643403.3508625,-26678.831307411194,-0.00046296383366768994
0.05,2500,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,173323379.22012448,4864374.012262464,2.729914892590007,178250077.39609107,-62324.16370412707,-0.0349766819400017,5605341870.020699,157274854.49885654,2.729226357006573,5764630641.291994,-2013916.772439003,-0.03494795626212515
0.1,5000,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,164681959.11418208,13505794.118204862,7.579529947039078,178836651.99437347,-648898.7619865239,-0.3641657466437944,5325909052.42958,436707672.08997536,7.578287659351228,5783589735.730853,-20973011.21129799,-0.3639494384913577
0.2,10000,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,159717678.85963467,18470074.37275228,10.365512801917525,178844194.19933861,-656440.9669516683,-0.3683984757894996,5165361896.196325,597254828.3232298,10.364299013362277,5783833575.155073,-21216850.635518074,-0.3681808395349594
