duration,event,EAD,PD_30d,PD_90d,PD_180d,PD_365d,EL_30d,EL_90d,EL_180d,EL_365d
3652.0,0,192500000.0,0.0,0.0,1.4962194870404844e-05,0.00048392806429620183,0.0,0.0,1440.1112562764663,46578.076188509425
366.0,0,500000000.0,0.0,0.0,1.9043012631225764e-05,0.0006158761387701217,0.0,0.0,4760.753157806441,153969.03469253043
366.0,0,60000000.0,0.0,0.0,1.9309138716505636e-05,0.0006244804023908257,0.0,0.0,579.2741614951691,18734.41207172477
366.0,0,80000000.0,0.0,0.0,1.9308930049422024e-05,0.0006244736558901343,0.0,0.0,772.357201976881,24978.94623560537
1096.0,0,3229977.0,0.0,0.0,1.9285998196783005e-05,0.0006237322368208842,0.0,0.0,31.14666529882529,1007.3203895450046
1826.0,0,50200000.0,0.0,0.0,1.7236506242412908e-05,0.0005574671248315122,0.0,0.0,432.636306684564,13992.424833270956
1096.0,0,8193455.0,0.0,0.0,1.9210120962620536e-05,0.0006212790152563263,0.0,0.0,78.69863082589403,2545.2108269735118
1096.0,0,94941770.0,0.0,0.0,2.1110091333875758e-05,0.0006827060699896581,0.0,0.0,1002.1147180499127,32408.66133728101
366.0,0,70000000.0,0.0,0.0,1.9444417868608177e-05,0.000628854156887404,0.0,0.0,680.5546254012862,22009.89549105914
1827.0,0,285870000.0,0.0,0.0,1.612584656862648e-05,0.0005215549889142634,0.0,0.0,2304.9478792866257,74548.46234046025
1096.0,0,14739100.0,0.0,0.0,1.9682269631893234e-05,0.0006365441750375567,0.0,0.0,145.0494701657188,4691.044125148026
2191.0,0,1450196.0,0.0,0.0,2.1110197446327916e-05,0.0006827095005598194,0.0,0.0,15.306961947937479,495.03129343692393
1827.0,0,200200000.0,0.0,0.0,1.5735408082862e-05,0.0005089302306405807,0.0,0.0,1575.1143490944864,50943.91608712213
366.0,0,120000000.0,0.0,0.0,1.9373231554209447e-05,0.0006265526111938202,0.0,0.0,1162.3938932525668,37593.156671629215
2191.0,0,27080001.0,0.0,0.0,1.934312109919123e-05,0.0006255790996597677,0.0,0.0,261.9058693546098,8470.341322182803
948.0,0,5352861.0,0.0,0.0,1.8644106559051465e-05,0.0006029787605152936,0.0,0.0,49.89965543989539,1613.8307454953276
366.0,0,100000000.0,0.0,0.0,2.5326778918088877e-05,0.0008190207560578866,0.0,0.0,1266.3389459044438,40951.03780289433
365.0,0,145000000.0,0.0,0.0,2.0440883169214885e-05,0.0006610706307802472,0.0,0.0,1481.9640297680792,47927.62073156792
