Tháng,Dầu_DO_dự_báo_VND,Dầu_FO_dự_báo_VND,Xăng_E5_dự_báo_VND,Xăng_RON95_dự_báo_VND,Chi_phí_tháng_trieu_VND
2024-10,17.275705858521896,17.53,19.318694181215157,20.174790637782703,0.3474213232315237
2024-11,17.143477287093322,17.53,19.212979895500872,20.06953349492556,0.3457684660886665
2024-12,17.011248715664752,17.53,19.107265609786587,19.96427635206842,0.3441156089458094
2025-01,16.879020144236183,17.53,19.001551324072302,19.859019209211276,0.34246275180295227
2025-02,16.74679157280761,17.53,18.895837038358017,19.753762066354135,0.3408098946600951
2025-03,16.61456300137904,17.53,18.790122752643732,19.648504923496994,0.339157037517238
